S.No.,CITY 1,CITY 2,"PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2","FREIGHT TO CITY 2","FREIGHT FROM CITY 2","MAIL TO CITY 2","MAIL FROM CITY 2"
116,BENGALURU,COIMBATORE,"12,211","13,898",20.4,34.7,0.3,0.0
117,BENGALURU,DABOLIM,"42,483","47,418",18.5,92.8,1.2,1.8
118,BENGALURU,DARBHANGA,"8,207","10,971",28.3,27.9,0.0,0.0
119,BENGALURU,DEHRA DUN,"8,778","9,094",5.2,57.5,3.4,0.0
120,BENGALURU,DELHI,"165,452","189,672","2,417.2","2,239.5",34.3,28.1
121,BENGALURU,DIMAPUR,"1,010",925,1.7,0.0,0.0,0.0
122,BENGALURU,DURGAPUR,"3,347","5,675",14.4,10.4,0.0,0.0
123,BENGALURU,GORAKHPUR,"1,212","1,466",4.3,0.0,0.0,0.0
124,BENGALURU,GUWAHATI,"19,605","25,595",150.2,31.5,16.7,5.4
125,BENGALURU,GWALIOR,"2,146","2,263",4.5,0.9,0.0,0.0
126,BENGALURU,HUBLI,"4,606","4,884",0.8,0.7,1.1,1.4
127,BENGALURU,HYDERABAD,"61,141","68,135",92.1,135.5,26.4,12.1
128,BENGALURU,IMPHAL,"1,029","1,305",2.9,48.3,0.0,0.0
129,BENGALURU,INDORE,"11,321","15,620",89.7,54.3,4.6,1.7
130,BENGALURU,JABALPUR,"2,305","2,515",7.0,0.0,0.0,0.0
131,BENGALURU,JAIPUR,"18,498","23,036",83.8,150.6,8.4,2.1
132,BENGALURU,JAMMU,649,891,0.5,0.0,0.0,0.0
133,BENGALURU,JAMNAGAR,221,229,0.0,0.0,0.0,0.0
134,BENGALURU,JHARSUGUDA,"3,082","4,215",0.0,0.3,0.0,0.0
135,BENGALURU,JODHPUR,"3,062","3,282",1.0,0.0,1.0,0.0
136,BENGALURU,JORHAT,556,739,0.3,0.2,0.0,0.0
137,BENGALURU,KADAPA,152,209,0.0,0.0,0.0,0.0
138,BENGALURU,"KALABURAGI, KARNATAKA","3,005","3,025",0.0,0.0,0.0,0.0
139,BENGALURU,KANNUR,"2,232","2,192",1.9,0.0,0.0,0.0
140,BENGALURU,KANPUR,"2,865","3,830",1.3,0.0,0.0,0.0
141,BENGALURU,KOCHI,"45,677","40,936",119.4,36.9,12.1,4.8
142,BENGALURU,KOLHAPUR,671,612,0.0,0.0,0.0,0.0
143,BENGALURU,KOLKATA,"77,445","86,681",460.4,880.6,23.8,13.1
144,BENGALURU,KOZHIKODE,"2,797","3,166",4.7,0.1,1.0,0.0
145,BENGALURU,KURNOOL,658,889,0.2,0.0,0.0,0.0
146,BENGALURU,LUCKNOW,"18,455","22,969",106.2,56.2,17.5,1.8
147,BENGALURU,MADURAI,"5,783","5,956",1.4,4.2,4.6,0.7
148,BENGALURU,MANGALORE,"19,850","21,839",9.2,0.6,3.4,0.0
149,BENGALURU,MUMBAI,"126,806","146,805","1,120.8","1,567.3",16.4,30.1
150,BENGALURU,MYSORE,392,777,1.1,0.0,0.0,0.0
151,BENGALURU,NAGPUR,"10,699","13,495",39.5,13.1,4.8,2.6
152,BENGALURU,PATNA,"25,259","30,907",149.4,126.6,2.4,2.8
153,BENGALURU,PONDICHERRY,"1,669","1,873",0.0,0.0,0.0,0.0
154,BENGALURU,PORT BLAIR,"8,691","9,599",40.1,10.7,0.2,0.0
155,BENGALURU,PUNE,"46,483","52,349",258.1,204.9,6.8,1.5
156,BENGALURU,RAIPUR,"7,927","10,142",30.2,3.2,5.0,2.0
157,BENGALURU,RAJAHMUNDRY,"3,567","4,209",0.2,0.0,0.0,0.0
158,BENGALURU,RAJKOT,"4,670","5,288",2.3,2.7,0.0,0.0
159,BENGALURU,RANCHI,"14,594","21,312",49.0,60.8,6.4,1.6
160,BENGALURU,SHIRDI,"6,760","7,330",0.1,1.1,0.0,0.0
161,BENGALURU,SRINAGAR,"2,493","2,281",1.2,66.6,0.0,0.0
162,BENGALURU,SURAT,"6,437","8,178",36.0,20.8,1.1,0.6
163,BENGALURU,TIRUCHIRAPALLY,"3,871","3,527",1.1,0.0,0.8,0.0
164,BENGALURU,TIRUPATI,"1,813","1,913",0.1,0.0,0.3,0.0
165,BENGALURU,TRIVANDRUM,"20,305","20,904",24.1,3.6,2.4,4.2
166,BENGALURU,TUTICORIN,"1,845","1,873",0.2,0.0,0.0,0.0
167,BENGALURU,UDAIPUR,"1,713","1,897",1.3,0.3,0.0,0.0
168,BENGALURU,VADODARA,"6,072","6,455",17.1,9.4,5.6,0.2
169,BENGALURU,VARANASI,"12,391","16,832",20.1,109.8,7.3,0.3
170,BENGALURU,VIJAYAWADA,"8,767","9,455",6.0,2.4,9.9,0.6
171,BENGALURU,VISAKHAPATNAM,"14,503","19,251",37.5,40.3,7.3,0.7
172,BHAVNAGAR,MUMBAI,"2,097","2,036",0.0,0.0,0.0,0.0
173,BHAVNAGAR,PUNE,945,791,0.0,0.0,0.0,0.0
174,BHOPAL,CHENNAI,"1,204","1,246",0.0,7.4,0.3,0.0
175,BHOPAL,DELHI,"18,954","16,404",11.9,69.3,9.6,12.4
176,BHOPAL,HYDERABAD,"2,791","2,345",0.0,0.7,1.0,0.9
177,BHOPAL,KOCHI,759,763,0.4,0.1,0.6,0.0
178,BHOPAL,MUMBAI,"14,316","12,928",7.6,55.6,2.4,15.7
179,BHOPAL,RAIPUR,"2,153","2,161",0.0,0.0,0.9,0.0
180,BHUBANESWAR,CHANDIGARH,979,735,0.0,7.0,0.0,0.0
181,BHUBANESWAR,CHENNAI,"9,219","7,933",2.0,35.9,2.1,8.0
182,BHUBANESWAR,DEHRA DUN,-,67,-,0.0,-,0.0
183,BHUBANESWAR,DELHI,"36,976","38,311",48.3,252.9,13.6,24.7
184,BHUBANESWAR,HYDERABAD,"16,363","13,908",4.1,28.9,1.4,4.2
185,BHUBANESWAR,JAIPUR,"1,833","2,080",0.0,1.8,0.0,0.0
186,BHUBANESWAR,JHARSUGUDA,"1,402","1,372",0.0,0.0,0.0,0.0
187,BHUBANESWAR,KOLKATA,"16,327","19,290",40.3,46.0,6.2,32.6
188,BHUBANESWAR,LUCKNOW,425,572,0.0,0.0,0.0,0.0
189,BHUBANESWAR,MUMBAI,"20,264","19,126",34.5,123.6,4.6,32.8
190,BHUBANESWAR,PATNA,"2,603","2,668",0.3,1.0,0.0,0.0
191,BHUBANESWAR,PUNE,"6,498","5,348",5.2,6.6,0.0,0.3
192,BHUBANESWAR,RAIPUR,"2,061","1,573",0.1,0.0,0.0,0.3
193,BHUBANESWAR,RANCHI,494,529,0.0,0.3,0.0,0.0
194,BHUBANESWAR,VARANASI,"1,556","1,863",0.0,0.0,0.0,0.0
195,BHUJ,MUMBAI,"1,007","1,010",0.0,0.1,0.0,0.0
196,BIKANER,DELHI,"1,265","1,342",0.0,0.0,0.0,0.0
197,BILASPUR,DELHI,329,347,0.0,0.0,0.0,0.0
198,BILASPUR,JABALPUR,303,424,0.0,0.0,0.0,0.0
199,CHANDIGARH,CHENNAI,"4,301","5,154",35.4,44.4,0.0,4.3
200,CHANDIGARH,DABOLIM,"6,743","7,350",22.2,1.0,0.0,0.1
201,CHANDIGARH,DEHRA DUN,52,45,0.0,0.0,0.0,0.0
202,CHANDIGARH,DELHI,"34,116","33,828",163.8,40.0,3.6,1.0
203,CHANDIGARH,DHARAMSALA,896,953,0.0,0.0,0.0,0.0
204,CHANDIGARH,GUWAHATI,849,833,1.6,0.2,0.0,0.0
205,CHANDIGARH,HYDERABAD,"14,446","15,317",79.7,59.0,0.9,0.0
206,CHANDIGARH,JAIPUR,"3,678","3,035",0.0,1.7,0.0,0.0
207,CHANDIGARH,KOLKATA,"2,658","3,199",32.8,16.4,0.0,0.0
208,CHANDIGARH,KULLU,379,82,0.0,0.0,0.0,0.0
209,CHANDIGARH,LEH,909,"1,346",1.1,0.1,0.0,0.0
210,CHANDIGARH,LUCKNOW,"3,958","4,384",4.1,0.2,0.0,0.0
211,CHANDIGARH,MUMBAI,"45,321","47,834",360.4,185.9,0.1,12.1
