S.No.,CITY 1,CITY 2,AVG FLIGHTS TO CITY 2,AVG FLIGHTS FROM CITY 2,TOTAL AVG FLIGHTS
1,ABUDHABI,AHMEDABAD,81,89,170
2,ABUDHABI,BENGALURU,116,185,301
3,ABUDHABI,CHENNAI,321,363,684
4,ABUDHABI,DELHI,507,560,1067
5,ABUDHABI,HYDERABAD,228,277,505
6,ABUDHABI,JAIPUR,15,15,30
7,ABUDHABI,KOCHI,570,629,1199
8,ABUDHABI,KOZHIKODE,302,353,655
9,ABUDHABI,LUCKNOW,57,69,126
10,ABUDHABI,MUMBAI,729,814,1543
11,ABUDHABI,TIRUCHIRAPALLY,12,16,28
12,ABUDHABI,TRIVANDRUM,290,315,605
13,ABUDHABI,KANNUR,233,246,479
14,ABUDHABI,MANGALORE,52,60,112
15,ADDIS ABABA,DELHI,172,192,364
16,ADDIS ABABA,MUMBAI,200,250,450
17,ADEN,MUMBAI,26,25,51
18,AL AIN,KOZHIKODE,38,39,77
19,AMSTERDAM,BENGALURU,130,155,285
20,AMSTERDAM,DELHI,289,305,594
21,AMSTERDAM,MUMBAI,249,286,535
22,BAGHDAD,DELHI,74,76,150
23,BAHRAIN,BENGALURU,56,95,151
24,BAHRAIN,CHENNAI,108,152,260
25,BAHRAIN,DELHI,240,353,593
26,BAHRAIN,HYDERABAD,76,130,206
27,BAHRAIN,KOCHI,153,185,338
28,BAHRAIN,KOZHIKODE,127,163,290
29,BAHRAIN,MUMBAI,170,362,532
30,BAHRAIN,TRIVANDRUM,99,121,220
31,BAHRAIN,KANNUR,16,15,31
32,BAHRAIN,MANGALORE,12,13,25
33,BAKU,DELHI,5,4,9
34,BANGKOK,BENGALURU,287,301,588
35,BANGKOK,CHENNAI,146,179,325
36,BANGKOK,DELHI,967,1078,2045
37,BANGKOK,HYDERABAD,95,102,197
38,BANGKOK,KOLKATA,333,355,688
39,BANGKOK,MUMBAI,537,562,1099
40,BANGKOK,GAYA,3,3,6
41,BANGKOK,BAGDOGRA,1,2,3
42,BIRMINGHAM,AMRITSAR,23,22,45
43,BIRMINGHAM,DELHI,8,9,17
44,CAIRO,MUMBAI,43,67,110
45,CHENGDU,BENGALURU,1,1,2
46,CHICAGO,DELHI,421,442,863
47,CHITTAGONG,KOLKATA,41,47,88
48,COLOGNE,DELHI,1,1,2
49,COLOMBO,BENGALURU,56,67,123
50,COLOMBO,CHENNAI,668,627,1295
51,COLOMBO,DELHI,77,90,167
52,COLOMBO,HYDERABAD,39,58,97
53,COLOMBO,KOCHI,106,123,229
54,COLOMBO,MUMBAI,58,89,147
55,COLOMBO,TIRUCHIRAPALLY,65,97,162
56,COLOMBO,TRIVANDRUM,93,69,162
57,COLOMBO,MADURAI,36,61,97
58,DAMMAM,CHENNAI,43,60,103
59,DAMMAM,DELHI,184,268,452
60,DAMMAM,HYDERABAD,117,167,284
61,DAMMAM,KOCHI,66,81,147
62,DAMMAM,KOZHIKODE,117,138,255
63,DAMMAM,LUCKNOW,69,113,182
64,DAMMAM,MUMBAI,100,139,239
65,DAMMAM,TRIVANDRUM,97,129,226
66,DAMMAM,KANNUR,30,38,68
67,DAMMAM,MANGALORE,37,49,86
68,DAR ES SALAM,MUMBAI,65,73,138
69,DHAKA,CHENNAI,53,54,107
70,DHAKA,DELHI,292,276,568
71,DHAKA,HYDERABAD,28,25,53
72,DHAKA,KOLKATA,530,555,1085
73,DOHA,AHMEDABAD,121,128,249
74,DOHA,AMRITSAR,103,106,209
75,DOHA,BENGALURU,318,368,686
76,DOHA,CHENNAI,322,361,683
77,DOHA,DELHI,684,739,1423
78,DOHA,GOA,98,107,205
79,DOHA,HYDERABAD,366,421,787
80,DOHA,KOCHI,508,589,1097
81,DOHA,KOLKATA,143,168,311
82,DOHA,KOZHIKODE,251,318,569
83,DOHA,MUMBAI,445,584,1029
84,DOHA,TIRUCHIRAPALLY,13,17,30
85,DOHA,TRIVANDRUM,134,158,292
86,DOHA,KANNUR,139,220,359
87,DOHA,MANGALORE,18,30,48
88,DOHA,NAGPUR,39,50,89
89,DON MUEANG,BENGALURU,109,108,217
90,DON MUEANG,CHENNAI,120,135,255
91,DON MUEANG,JAIPUR,78,77,155
92,DON MUEANG,KOCHI,79,84,163
93,DON MUEANG,KOLKATA,117,127,244
94,DON MUEANG,MUMBAI,87,96,183
95,DUBAI,AHMEDABAD,503,587,1090
96,DUBAI,AMRITSAR,251,263,514
97,DUBAI,BENGALURU,827,1028,1855
98,DUBAI,CHENNAI,990,1216,2206
99,DUBAI,DELHI,2011,2291,4302
100,DUBAI,GOA,43,41,84
101,DUBAI,HYDERABAD,973,1218,2191
102,DUBAI,JAIPUR,122,154,276
103,DUBAI,KOCHI,1017,1155,2172
104,DUBAI,KOLKATA,371,444,815
105,DUBAI,KOZHIKODE,657,683,1340
106,DUBAI,LUCKNOW,247,310,557
107,DUBAI,MUMBAI,2263,2688,4951
108,DUBAI,TIRUCHIRAPALLY,197,226,423
109,DUBAI,TRIVANDRUM,318,360,678
110,DUBAI,KANNUR,146,138,284
111,DUBAI,MADURAI,123,140,263
112,DUBAI,MANGALORE,405,447,852
113,DUBAI,CHANDIGARH,130,136,266
