S.No.,CITY 1,CITY 2,"PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2","FREIGHT TO CITY 2","FREIGHT FROM CITY 2"
99,DON MUEANG,KOLKATA,13594,14931,1.0,173.2
100,DON MUEANG,LUCKNOW,1528,1906,0.0,0.0
101,DON MUEANG,MUMBAI,10288,10151,22.0,9.4
102,DUBAI,AHMEDABAD,69141,64279,410.4,1702.8
103,DUBAI,AMRITSAR,30427,30322,8.4,194.8
104,DUBAI,BENGALURU,109831,101008,3545.9,5080.5
105,DUBAI,CHANDIGARH,15724,14946,0.0,0.0
106,DUBAI,CHENNAI,127093,120995,4046.8,4202.8
107,DUBAI,DELHI,273604,253328,2615.5,9469.8
108,DUBAI,GOA,6429,6300,0.8,1.3
109,DUBAI,HYDERABAD,130986,116540,562.8,3074.3
110,DUBAI,INDORE,2038,1853,0.0,0.0
111,DUBAI,JAIPUR,16900,17101,1.6,81.5
112,DUBAI,KANNUR,22138,21272,0.9,54.9
113,DUBAI,KOCHI,119333,120972,538.2,2590.1
114,DUBAI,KOLKATA,53329,49764,845.8,2150.2
115,DUBAI,KOZHIKODE,72532,74651,134.7,742.7
116,DUBAI,LUCKNOW,33699,30925,3.8,317.2
117,DUBAI,MADURAI,14243,14979,0.0,71.9
118,DUBAI,MANGALORE,47634,49554,9.0,295.3
119,DUBAI,MUMBAI,317735,293743,5923.3,11356.2
120,DUBAI,PUNE,15171,15491,0.0,34.6
121,DUBAI,TIRUCHIRAPALLY,16957,19104,3.5,209.5
122,DUBAI,TRIVANDRUM,35542,35742,42.5,1291.6
123,FRANKFURT,BENGALURU,31192,26835,1692.1,1193.4
124,FRANKFURT,CHENNAI,9012,9271,1927.8,394.5
125,FRANKFURT,DELHI,62598,51426,1717.4,1661.9
126,FRANKFURT,HYDERABAD,0,0,0.0,543.2
127,FRANKFURT,MUMBAI,7997,19966,4966.4,2740.9
128,GUANGZHOU,DELHI,0,0,2088.5,446.6
129,GUANGZHOU,MUMBAI,0,0,0.0,241.5
130,HAA DHAALU ATOLL,TRIVANDRUM,892,820,0.0,2.7
131,HANOI,DELHI,7868,8615,1081.1,807.6
132,HANOI,KOLKATA,5262,6048,9.5,31.5
133,HANOI,MUMBAI,0,0,0.0,620.5
134,HELNSKI,DELHI,8022,5254,326.9,339.8
135,HO CHI MINH CITY,DELHI,7942,7891,22.2,28.3
136,HO CHI MINH CITY,KOLKATA,7711,6904,27.8,10.1
137,HONG KONG,BENGALURU,0,0,791.9,386.6
138,HONG KONG,CHENNAI,0,0,6249.3,2279.5
139,HONG KONG,DELHI,24492,25148,11293.9,933.1
140,HONG KONG,MUMBAI,10792,10216,4487.6,3483.8
141,ISTANBUL,BENGALURU,0,0,870.4,957.5
142,ISTANBUL,CHENNAI,0,0,1582.3,1305.4
143,ISTANBUL,DELHI,54460,36774,1082.2,1428.6
144,ISTANBUL,HYDERABAD,0,0,481.8,1893.0
145,ISTANBUL,MUMBAI,32943,25785,3158.1,3417.6
146,JAFFNA,CHENNAI,347,238,0.0,0.0
147,JEDDAH,AHMEDABAD,2129,2150,0.0,0.0
148,JEDDAH,BENGALURU,9383,9264,25.4,197.7
149,JEDDAH,CHENNAI,2703,2136,47.0,108.8
150,JEDDAH,DELHI,54777,55013,108.5,798.0
151,JEDDAH,HYDERABAD,26918,25961,12.1,271.9
152,JEDDAH,KANNUR,1362,1331,0.0,2.9
153,JEDDAH,KOCHI,15591,13323,127.1,355.2
154,JEDDAH,KOZHIKODE,35120,35490,0.3,197.8
155,JEDDAH,LUCKNOW,11467,11672,2.4,118.1
156,JEDDAH,MUMBAI,82474,83535,288.8,761.2
157,KABUL,DELHI,41,30,21.3,73.7
158,KABUL,MUMBAI,0,0,0.0,36.3
159,KATHMANDU,DELHI,102745,86494,181.9,137.3
160,KATHMANDU,KOLKATA,7190,6259,0.0,3.2
161,KATHMANDU,MUMBAI,23626,16050,5.7,23.3
162,KATHMANDU,VARANASI,1505,1441,0.0,0.0
163,KIGALI,MUMBAI,3091,2213,0.0,0.0
164,KUALALUMPUR,AMRITSAR,5240,4855,0.0,0.0
165,KUALALUMPUR,BENGALURU,25918,22931,439.5,417.5
166,KUALALUMPUR,CHENNAI,67095,65497,769.8,918.8
167,KUALALUMPUR,DELHI,50495,49161,985.3,1368.4
168,KUALALUMPUR,HYDERABAD,25306,20745,281.9,574.9
169,KUALALUMPUR,KOCHI,25523,20199,81.6,69.0
170,KUALALUMPUR,KOLKATA,19840,20975,1.0,173.4
171,KUALALUMPUR,MUMBAI,34974,32533,1078.2,1049.2
172,KUALALUMPUR,TIRUCHIRAPALLY,39626,36819,0.5,300.1
173,KUWAIT,AHMEDABAD,21097,20886,1.4,144.1
174,KUWAIT,BENGALURU,5741,5146,0.0,122.6
175,KUWAIT,CHENNAI,37789,43370,88.5,531.8
176,KUWAIT,DELHI,37084,36451,20.0,516.6
177,KUWAIT,HYDERABAD,16558,16542,1.8,189.3
178,KUWAIT,KANNUR,6096,7209,0.0,59.1
179,KUWAIT,KOCHI,28872,34134,12.9,764.1
180,KUWAIT,KOZHIKODE,5209,6540,5.6,178.5
181,KUWAIT,MANGALORE,2201,2365,0.1,78.0
182,KUWAIT,MUMBAI,45858,46357,4.8,824.6
183,KUWAIT,TIRUCHIRAPALLY,1401,2346,1.5,38.4
184,KUWAIT,TRIVANDRUM,7854,8302,0.3,140.0
185,KUWAIT,VIJAYAWADA,832,0,0.0,0.0
186,LEIPZIG,BENGALURU,0,0,0.0,6136.9
187,LEIPZIG,DELHI,0,0,4374.6,13497.5
188,LONDON,AHMEDABAD,11454,10885,163.4,196.1
189,LONDON,AMRITSAR,8901,7798,9.1,71.3
190,LONDON,BENGALURU,19510,15206,727.2,1126.3
191,LONDON,CHENNAI,15314,13152,559.7,994.5
192,LONDON,DELHI,130722,116214,2914.1,5378.4
193,LONDON,GOA,9454,7723,76.6,264.0
194,LONDON,HYDERABAD,25475,20956,714.9,1101.5
195,LONDON,KOCHI,9393,7887,182.8,153.5
196,LONDON,MUMBAI,100985,80274,3037.4,5808.6
197,LUXEMBOURG,DELHI,0,0,211.4,414.6
198,MALE,BENGALURU,31599,28837,1.3,651.2
199,MALE,DELHI,14967,16217,0.2,53.7
200,MALE,KOCHI,17523,15446,0.5,492.5
201,MALE,MUMBAI,34900,37767,0.7,247.1
202,MALE,TRIVANDRUM,5100,4959,1.5,130.8
203,MALPENSA,MUMBAI,0,0,0.0,491.4
204,MELBOURNE,DELHI,31416,32571,249.3,561.5
205,Milan Bergamo ,AMRITSAR,0,0,0.0,0.0
206,MONTREAL,DELHI,11486,10529,119.6,144.5
207,MOSCOW,DELHI,16826,14155,112.7,678.2
208,MUENCHEN,DELHI,24074,21936,854.4,553.2
209,MUENCHEN,MUMBAI,24069,21582,1163.9,865.1
210,MUSCAT,BENGALURU,11602,12383,163.8,567.5
211,MUSCAT,CHENNAI,21571,22598,289.0,326.5
212,MUSCAT,DELHI,30249,32123,85.6,377.6
213,MUSCAT,GOA,3984,3634,0.2,0.7
214,MUSCAT,HYDERABAD,26122,21686,16.5,859.8
215,MUSCAT,JAIPUR,13176,10082,0.0,0.0
216,MUSCAT,KANNUR,9688,10089,0.0,57.6
217,MUSCAT,KOCHI,40613,44352,77.5,384.3
218,MUSCAT,KOZHIKODE,17638,21744,133.2,328.3
219,MUSCAT,LUCKNOW,26211,20905,0.0,48.3
220,MUSCAT,MANGALORE,2967,2676,0.2,35.1
221,MUSCAT,MUMBAI,56305,60342,251.0,836.8
222,MUSCAT,TIRUCHIRAPALLY,1123,896,0.1,9.1
223,MUSCAT,TRIVANDRUM,22100,21249,0.3,183.5
224,MUSCAT,VIJAYAWADA,321,303,0.0,0.0
225,NAIROBI,AHMEDABAD,6267,4183,0.0,28.2
226,NAIROBI,DELHI,2822,3172,107.0,217.8
227,NAIROBI,MUMBAI,15716,13557,12.0,94.8
228,NARITA,DELHI,7094,8280,287.7,409.1
229,NEW YORK,DELHI,53344,40255,855.5,1400.4
230,NEWARK,DELHI,35650,32067,353.2,422.8
231,NEWARK,MUMBAI,12014,9135,168.7,165.2
232,PARIS,BENGALURU,23415,23222,906.5,1406.8
233,PARIS,CHENNAI,7999,8488,397.5,495.7
234,PARIS,DELHI,59260,49542,2140.4,1848.6
235,PARIS,MUMBAI,25495,24932,1057.6,1944.8
236,PARO,BAGDOGRA,257,282,0.0,0.0
237,PARO,DELHI,5336,5040,1.0,15.7
238,PARO,GAYA,571,160,0.0,0.0
239,PARO,GUWAHATI,77,164,0.0,0.0
240,PARO,KOLKATA,2567,2383,0.0,4.5
241,Phu Quoc Island,DELHI,2276,3328,0.0,0.0
242,PHUKET,BENGALURU,12382,14288,13.2,0.0
243,PHUKET,DELHI,27753,32310,53.4,0.0
244,PHUKET,KOLKATA,6049,7029,0.0,0.0
245,PHUKET,MUMBAI,25663,29823,7.3,0.8
246,PORT LOUIS,MUMBAI,19163,17535,67.5,785.1
247,RANGOON,DELHI,441,275,0.0,0.4
248,RANGOON,GAYA,1383,1150,0.0,0.0
249,RANGOON,KOLKATA,435,390,8.3,3.8
250,RAS AL-KHAIMAH,KOZHIKODE,3751,4398,0.0,37.6
251,RAS AL-KHAIMAH,MUMBAI,12640,13751,0.0,4.0
252,REUNION,CHENNAI,1733,1576,0.3,14.0
253,RIYADH,DELHI,49685,51760,115.7,1000.0
254,RIYADH,HYDERABAD,21850,21161,11.5,235.3
255,RIYADH,KANNUR,2415,3380,0.1,33.9
256,RIYADH,KOCHI,15880,14399,14.3,192.4
257,RIYADH,KOZHIKODE,17043,21746,23.3,216.2
258,RIYADH,LUCKNOW,14318,12721,4.7,24.8
259,RIYADH,MUMBAI,30329,38872,40.4,373.0
260,ROME,AMRITSAR,0,0,0.0,0.0
261,SALALAH,KANNUR,714,0,0.0,0.0
262,SALALAH,KOCHI,997,1478,0.0,13.8
263,SALALAH,KOZHIKODE,5559,5883,0.0,15.0
264,SALALAH,TRIVANDRUM,660,0,0.7,0.0
265,SAN FRANCISCO,BENGALURU,2732,2536,38.7,29.5
266,SAN FRANCISCO,DELHI,28087,25163,247.1,199.1
267,SAN FRANCISCO,MUMBAI,1932,2133,47.1,4.5
268,SEOUL,DELHI,11960,12719,794.8,595.6
269,SEYCHELLES,MUMBAI,1581,1915,1.1,24.2
270,SHARJAH,AHMEDABAD,14891,14059,0.0,203.7
271,SHARJAH,AMRITSAR,17033,15500,0.5,45.4
272,SHARJAH,BENGALURU,14894,14373,3.9,184.9
273,SHARJAH,CHANDIGARH,3636,3354,0.0,27.6
274,SHARJAH,CHENNAI,18012,18237,24.3,203.7
275,SHARJAH,COIMBATORE,10677,10319,0.4,154.5
276,SHARJAH,DELHI,42371,40913,136.2,679.2
277,SHARJAH,GOA,10311,8108,0.8,59.7
278,SHARJAH,HYDERABAD,31905,28125,4.0,303.2
279,SHARJAH,JAIPUR,14875,14293,1.2,156.1
280,SHARJAH,KANNUR,13637,13228,3.7,158.6
281,SHARJAH,KOCHI,43337,43647,212.0,524.9
282,SHARJAH,KOZHIKODE,43132,43278,139.6,704.0
283,SHARJAH,LUCKNOW,15861,13705,0.0,120.8
284,SHARJAH,MUMBAI,34259,33119,15.3,470.4
285,SHARJAH,NAGPUR,4044,3796,0.0,6.7
286,SHARJAH,SURAT,4270,4172,4.0,23.4
287,SHARJAH,TIRUCHIRAPALLY,12048,11981,2.1,159.5
288,SHARJAH,TRIVANDRUM,51241,53548,1.1,725.8
289,SHARJAH,VARANASI,12351,12384,3.9,184.7
290,SHARJAH,VIJAYAWADA,2850,1868,0.0,7.7
291,SHENZHEN,BENGALURU,0,0,1817.9,0.0
292,SHENZHEN,DELHI,0,0,6419.8,1201.5
293,SINGAPORE,AHMEDABAD,18677,17265,575.0,751.7
294,SINGAPORE,AMRITSAR,19927,18572,0.0,18.4
295,SINGAPORE,BENGALURU,55991,48322,894.6,1412.9
296,SINGAPORE,CHENNAI,103193,95229,1408.5,2790.8
297,SINGAPORE,COIMBATORE,15586,13416,0.4,27.6
298,SINGAPORE,DELHI,106456,99539,2016.9,1429.9
299,SINGAPORE,GUWAHATI,0,25,0.0,0.0
300,SINGAPORE,HYDERABAD,34821,32323,174.8,350.3
301,SINGAPORE,KOCHI,23548,22499,7.9,99.9
302,SINGAPORE,KOLKATA,26262,26643,47.1,376.1
303,SINGAPORE,MADURAI,3761,4035,2.7,59.7
304,SINGAPORE,MUMBAI,98765,91884,2460.2,2012.8
305,SINGAPORE,PUNE,2664,2304,0.0,1.6
306,SINGAPORE,TIRUCHIRAPALLY,61387,56431,1.2,598.6
307,SINGAPORE,TRIVANDRUM,16246,14708,0.4,57.6
308,SINGAPORE,VISAKHAPATNAM,9767,8143,0.0,0.0
309,SOHAR,KOZHIKODE,480,589,0.0,0.0
310,SYDNEY,DELHI,19734,21772,215.9,440.1
311,TAIPAE,DELHI,0,0,426.0,190.1
312,TASHKENT,DELHI,10853,10440,89.4,464.4
313,TEHRAN,DELHI,3488,3189,16.2,158.7
314,TEHRAN,MUMBAI,1275,976,16.6,25.8
315,TELAVIV,DELHI,7734,8157,177.2,188.0
316,TOKYO,DELHI,16633,19816,1880.3,1591.2
317,TORONTO,DELHI,54711,49131,902.7,1012.1
318,VANCOUVER,DELHI,27564,22926,22.4,206.8
319,WARSAW,DELHI,16801,14312,473.1,758.8
320,"WASHINGTON, DC",DELHI,9064,7600,50.3,64.8
321,ZURICH,DELHI,18657,17578,759.0,628.7
322,ZURICH,MUMBAI,17759,16341,1217.3,1202.9
SUB TOTAL,,,7430008,7080004,152711.1,213535.6
,,,,,,
TABLE 4. CITYPAIRWISE INTERNATIONAL  PASSENGER AND FREIGHT CARRIED BY DOMESTIC CARRIERS ENTIRELY OUTSIDE  THE INDIAN TERRITORY DURING THE QUARTER OCTOBER-DECEMBER 2022 (P),,,,,,
(PASSENGERS IN NUMBER AND FREIGHT IN TONNES),,,,,,
SL.No.,CITY 1,CITY 2,PASSENGERS TO CITY 2,PASSENGERS FROM CITY 2,FREIGHT TO CITY 2,FREIGHT FROM CITY 2
1,SHARJAH,MUSCAT,3,0,0.0,0.0
SUB TOTAL,,,3,0,0.0,0.0
GRAND TOTAL,,,7430011,7080004,152711.1,213535.6
P-Provisional,,,,,,
