S.No.,CITY 1,CITY 2,"PASSENGERS TO CITY 2","PASSENGERS FROM CITY 2","FREIGHT TO CITY 2","FREIGHT FROM CITY 2"
258,RAS AL-KHAIMAH,MUMBAI,4964,12021,0.0,396.0
259,RAS AL-KHAIMAH,TRIVANDRUM,0,175,0.0,0.0
260,RIYADH,BENGALURU,600,1738,3.4,100.1
261,RIYADH,DELHI,32664,43001,141.7,1179.5
262,RIYADH,HYDERABAD,7504,11513,8.8,238.2
263,RIYADH,KOCHI,11119,19599,39.8,322.7
264,RIYADH,KOZHIKODE,7390,15672,29.9,73.4
265,RIYADH,LUCKNOW,21692,20201,0.8,74.1
266,RIYADH,MUMBAI,9731,26895,99.1,444.4
267,RIYADH,TRIVANDRUM,2209,2202,0.3,10.3
268,RIYADH,KANNUR,574,1298,0.0,2.6
269,ROME,AMRITSAR,864,1166,0.0,0.0
270,RZESOW,ISTANBUL,2629,0,0.0,0.0
271,SALALAH,KOCHI,1041,1537,0.1,0.0
272,SALALAH,KOZHIKODE,1355,2119,0.1,0.4
273,SALALAH,TRIVANDRUM,902,0,0.0,0.0
274,SALALAH,KANNUR,933,0,0.0,0.0
275,SAN FRANCISCO,BENGALURU,2702,2625,25.5,69.3
276,SAN FRANCISCO,DELHI,32099,34640,335.8,766.6
277,SEOUL,CHENNAI,177,83,0.0,0.0
278,SEOUL,DELHI,602,476,542.4,370.6
279,SEYCHELLES,MUMBAI,841,1607,0.0,0.0
280,SHARJAH,AHMEDABAD,15280,19501,0.0,237.5
281,SHARJAH,AMRITSAR,22941,24579,0.7,37.6
282,SHARJAH,BENGALURU,14618,17714,2.5,234.4
283,SHARJAH,CHENNAI,32393,41993,153.6,329.2
284,SHARJAH,COIMBATORE,9988,10870,1.4,175.2
285,SHARJAH,DELHI,84764,102274,202.7,1826.9
286,SHARJAH,GOA,8196,9926,0.1,33.1
287,SHARJAH,HYDERABAD,31879,38729,1.0,345.7
288,SHARJAH,JAIPUR,15851,15204,0.0,0.0
289,SHARJAH,KOCHI,64664,95364,119.9,1417.1
290,SHARJAH,KOZHIKODE,50257,64654,180.9,1048.0
291,SHARJAH,LUCKNOW,19097,19132,0.0,189.2
292,SHARJAH,MUMBAI,72628,99646,21.4,1054.2
293,SHARJAH,TIRUCHIRAPALLY,10732,13889,0.7,78.3
294,SHARJAH,TRIVANDRUM,45699,56610,1.2,883.9
295,SHARJAH,KANNUR,34940,41367,0.5,377.1
296,SHARJAH,MADURAI,2735,4561,0.0,17.9
297,SHARJAH,MANGALORE,6871,10056,0.0,28.1
298,SHARJAH,VARANASI,9828,11903,1.2,31.6
299,SHARJAH,SURAT,3151,4173,0.0,0.0
300,SHARJAH,CHANDIGARH,3222,3840,0.0,0.0
301,SHARJAH,NAGPUR,3643,4615,0.2,14.8
302,SHARJAH,SRINAGAR,0,937,0.0,0.0
303,SHARJAH,PUNE,7037,8284,0.0,2.7
304,Shymkent,GOA,0,318,0.0,0.0
305,SINGAPORE,AHMEDABAD,1204,3207,157.5,0.0
306,SINGAPORE,AMRITSAR,2403,1728,0.0,9.3
307,SINGAPORE,BENGALURU,6215,9645,1609.0,1448.2
308,SINGAPORE,CHENNAI,22132,43383,1470.1,2600.9
309,SINGAPORE,COIMBATORE,2178,1526,0.0,31.5
310,SINGAPORE,DELHI,17184,28114,2259.2,1229.5
311,SINGAPORE,HYDERABAD,4496,5598,14.5,83.3
312,SINGAPORE,KOCHI,3148,4948,2.2,121.4
313,SINGAPORE,KOLKATA,3688,4317,30.2,331.4
314,SINGAPORE,MUMBAI,13053,23103,1984.0,1361.6
315,SINGAPORE,TIRUCHIRAPALLY,25563,22558,1.0,530.2
316,SINGAPORE,TRIVANDRUM,2457,1494,0.6,28.6
317,SINGAPORE,MADURAI,73,69,0.0,5.3
318,SINGAPORE,VISAKHAPATNAM,1750,1149,0.0,0.0
319,SUCEAVA,DELHI,342,0,0.0,0.0
320,SUCEAVA,ISTANBUL,1133,0,0.0,0.0
321,SYDNEY,DELHI,23863,30709,196.0,345.5
322,TAIPAE,DELHI,0,0,524.7,163.3
323,TASHKENT,DELHI,4314,4497,35.1,270.4
324,TBILISI,AMRITSAR,143,0,0.0,0.0
325,TEHRAN,DELHI,1307,1343,21.7,74.3
326,TEHRAN,MUMBAI,637,668,3.0,17.3
327,TELAVIV,DELHI,3043,3888,209.8,193.9
328,TELAVIV,MUMBAI,0,0,39.7,246.6
329,TOKYO,DELHI,3702,9500,1495.3,1488.2
330,TORONTO,DELHI,59055,64311,457.8,708.2
331,Vancouver,DELHI,33215,36838,100.6,369.0
332,WARSAW,DELHI,0,0,255.7,894.2
333,"WASHINGTON, DC",DELHI,7814,7496,85.9,40.4
334,WUHAN,KOLKATA,0,0,1094.2,0.0
335,ZURICH,DELHI,2453,3102,160.2,223.9
336,ZURICH,MUMBAI,6013,7334,719.6,614.4
SUB TOTAL,,,3633298,4347171,149023.3,201455.9
,,,,,,
TABLE 4. CITYPAIRWISE INTERNATIONAL  PASSENGER AND FREIGHT CARRIED BY DOMESTIC CARRIERS ENTIRELY OUTSIDE  THE INDIAN TERRITORY DURING THE QUARTER JANUARY-MARCH 2022 (P),,,,,,
(PASSENGERS IN NUMBER AND FREIGHT IN TONNES),,,,,,
SL.No.,CITY 1,CITY 2,PASSENGERS TO CITY 2,PASSENGERS FROM CITY 2,FREIGHT TO CITY 2,FREIGHT FROM CITY 2
1,ALASKA,PITTSBURGH,0,0,227.6,0.0
2,ALASKA,TORONTO,0,0,26.4,0.0
3,BUDAPEST,DUBAI,330,0,0.0,0.0
4,BUDAPEST,KUWAIT,1086,0,0.0,0.0
5,DAMMAM,KUWAIT,293,0,0.0,0.0
6,FAIRBANKS,PITTSBURGH,0,0,119.0,0.0
7,HANOI,OSAKA,0,0,131.8,0.0
8,HANOI,FAIRBANKS,0,0,17.1,0.0
9,HANOI,ALASKA,0,0,38.5,0.0
10,HO CHI MINH CITY,OSAKA,0,0,90.5,0.0
11,HO CHI MINH CITY,ALASKA,0,0,70.2,0.0
12,HONG KONG,SYDNEY,0,0,345.8,0.0
13,HONG KONG,BRISBANE,0,0,94.8,0.0
14,HONG KONG,PERTH,0,0,132.2,0.0
15,MELBOURNE,HONG KONG,0,0,52.3,52.3
16,MUSCAT,DUBAI,149,0,0.0,0.0
17,OSAKA,FAIRBANKS,0,0,101.9,0.0
18,OSAKA,ALASKA,0,0,120.4,0.0
19,Qingdao,WALES,0,0,32.4,0.0
20,Qingdao,BIRMINGHAM,0,0,32.1,0.0
21,ROME,KUTAISI,176,0,0.0,0.0
22,SHENZHEN,ALASKA,0,0,26.4,0.0
23,SHENZHEN,BRISBANE,0,0,23.0,0.0
24,SHENZHEN,BIRMINGHAM,0,0,31.9,0.0
25,SHENZHEN,PERTH,0,0,253.1,0.0
26,SHENZHEN,AUCKLAND,0,0,100.2,0.0
27,SUCEAVA,DUBAI,170,0,0.0,0.0
SUB TOTAL,,,2204,0,2067.7,52.3
GRAND TOTAL,,,3635502,4347171,151091.0,201508.2
Note: In wake of Covid-19 all International scheduled operations carried by Indian carriers have been suspended as per DGCA's Circular dated 26-03-2020.,,,,,,
P-Provisional,,,,,,
