date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,late_aircraft_ct,arr_cancelled,arr_delay,carrier_delay,weather_delay,nas_delay,late_aircraft_delay,total_delayed_flights
2019-3,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",52,8,4,0,2,2,8,1636,1427,0,65,144,16
2019-3,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",154,30,6,0,6,18,4,2119,588,0,284,1247,60
2019-3,OO,SkyWest Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",87,18,10,3,3,3,0,1645,483,693,56,413,37
2019-3,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",205,42,9,3,11,19,3,2105,478,237,385,1005,84
2019-3,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",59,11,4,0,1,6,0,686,309,0,69,308,22
2019-3,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",215,40,16,2,10,11,7,3737,1683,915,416,694,79
2019-3,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",62,8,0,0,6,2,1,251,3,0,129,119,16
2019-3,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",803,154,42,8,37,67,11,13156,4845,705,1818,5788,308
2019-3,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",849,133,40,1,21,70,8,8821,4186,83,757,3795,265
2019-3,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",296,49,8,2,18,21,5,5432,728,719,2245,1740,98
2019-3,OO,SkyWest Airlines Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",88,16,6,3,3,3,0,562,255,119,93,95,31
2019-3,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",52,8,1,3,1,3,0,887,20,660,64,143,16
2019-3,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",6,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",57,1,0,1,0,0,0,643,0,621,22,0,2
2019-3,OO,SkyWest Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",329,46,19,3,7,18,1,4311,2438,331,326,1216,93
2019-3,OO,SkyWest Airlines Inc.,BTV,"Burlington, VT: Burlington International",1,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",134,27,6,1,9,11,0,1249,296,26,301,626,54
2019-3,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",508,81,20,3,17,39,20,5195,1591,183,635,2771,160
2019-3,OO,SkyWest Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",242,57,24,3,11,19,4,3475,1577,97,375,1426,114
2019-3,OO,SkyWest Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",25,3,1,1,1,1,0,55,20,14,10,11,7
2019-3,OO,SkyWest Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",1,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,CDC,"Cedar City, UT: Cedar City Regional",52,9,3,3,2,2,0,659,314,193,71,81,19
2019-3,OO,SkyWest Airlines Inc.,CGI,"Cape Girardeau, MO: Cape Girardeau Regional",83,18,5,3,0,11,5,2325,643,1062,5,615,37
2019-3,OO,SkyWest Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",325,57,20,4,7,25,2,4881,2688,270,344,1579,113
2019-3,OO,SkyWest Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",62,10,6,0,1,3,2,646,447,0,33,166,20
2019-3,OO,SkyWest Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",36,4,1,1,2,1,1,170,12,85,44,29,9
2019-3,OO,SkyWest Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",177,29,12,1,8,8,0,2179,1368,70,278,463,58
2019-3,OO,SkyWest Airlines Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",57,12,4,3,3,2,1,1416,233,900,134,149,24
2019-3,OO,SkyWest Airlines Inc.,CKB,"Clarksburg/Fairmont, WV: North Central West Virginia",57,19,9,0,4,6,0,3178,2560,0,114,504,38
2019-3,OO,SkyWest Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",131,17,7,2,4,4,1,832,434,99,138,151,34
2019-3,OO,SkyWest Airlines Inc.,CLL,"College Station/Bryan, TX: Easterwood Field",62,11,5,0,0,6,0,1209,903,0,26,280,22
2019-3,OO,SkyWest Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",509,97,32,1,27,38,8,7714,3351,37,774,3552,195
2019-3,OO,SkyWest Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",76,14,7,0,5,2,0,800,506,0,177,117,28
2019-3,OO,SkyWest Airlines Inc.,CMX,"Hancock/Houghton, MI: Houghton County Memorial",62,5,3,0,0,2,4,133,78,0,0,55,10
2019-3,OO,SkyWest Airlines Inc.,CNY,"Moab, UT: Canyonlands Field",54,10,4,0,3,3,3,1305,1012,0,67,226,20
2019-3,OO,SkyWest Airlines Inc.,COD,"Cody, WY: Yellowstone Regional",40,7,4,0,0,3,3,2233,2114,0,0,119,14
2019-3,OO,SkyWest Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",526,130,42,2,37,48,26,9291,5067,144,1217,2831,259
2019-3,OO,SkyWest Airlines Inc.,COU,"Columbia, MO: Columbia Regional",57,14,5,0,5,4,1,1042,502,0,219,321,28
2019-3,OO,SkyWest Airlines Inc.,CPR,"Casper, WY: Casper/Natrona County International",68,6,3,0,1,2,1,202,84,0,22,96,12
2019-3,OO,SkyWest Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",114,14,2,1,2,8,2,929,133,103,71,622,27
2019-3,OO,SkyWest Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",67,13,5,1,3,4,0,778,402,16,97,263,26
2019-3,OO,SkyWest Airlines Inc.,CWA,"Mosinee, WI: Central Wisconsin",1,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,CYS,"Cheyenne, WY: Cheyenne Regional/Jerry Olson Field",31,4,1,1,1,1,3,222,41,82,38,61,8
2019-3,OO,SkyWest Airlines Inc.,DAL,"Dallas, TX: Dallas Love Field",294,33,10,0,11,13,5,2142,902,0,413,827,67
2019-3,OO,SkyWest Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",142,20,9,2,5,4,0,2751,1665,728,140,218,40
2019-3,OO,SkyWest Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",89,28,9,2,12,6,1,1592,827,48,439,278,57
2019-3,OO,SkyWest Airlines Inc.,DEN,"Denver, CO: Denver International",3820,670,194,22,198,256,333,69655,34902,2140,8894,23702,1340
2019-3,OO,SkyWest Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1775,370,82,9,124,154,33,28492,9460,1273,5286,12462,739
2019-3,OO,SkyWest Airlines Inc.,DHN,"Dothan, AL: Dothan Regional",119,25,7,3,3,12,0,1494,546,212,92,644,50
2019-3,OO,SkyWest Airlines Inc.,DLH,"Duluth, MN: Duluth International",203,35,12,3,10,8,5,2171,961,443,363,316,68
2019-3,OO,SkyWest Airlines Inc.,DRO,"Durango, CO: Durango La Plata County",56,18,10,2,2,4,5,1299,847,72,45,335,36
2019-3,OO,SkyWest Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",95,18,7,1,3,7,4,1292,681,38,88,485,36
2019-3,OO,SkyWest Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",3186,484,93,25,88,275,12,40600,12435,5049,2954,20073,965
2019-3,OO,SkyWest Airlines Inc.,DVL,"Devils Lake, ND: Devils Lake Regional",53,6,1,0,0,5,6,1320,582,0,1,737,12
2019-3,OO,SkyWest Airlines Inc.,EAR,"Kearney, NE: Kearney Regional",52,6,2,0,1,3,6,1832,1697,0,72,63,12
2019-3,OO,SkyWest Airlines Inc.,EAU,"Eau Claire, WI: Chippewa Valley Regional",62,9,4,0,0,5,2,566,366,0,7,193,18
2019-3,OO,SkyWest Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",133,25,7,1,3,13,1,2768,1379,193,222,974,49
2019-3,OO,SkyWest Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",136,32,10,3,10,9,18,1429,295,236,502,396,64
2019-3,OO,SkyWest Airlines Inc.,EKO,"Elko, NV: Elko Regional",57,4,1,0,2,1,0,103,30,2,58,13,8
2019-3,OO,SkyWest Airlines Inc.,ELP,"El Paso, TX: El Paso International",120,28,7,0,10,11,2,2032,751,0,323,958,56
2019-3,OO,SkyWest Airlines Inc.,ERI,"Erie, PA: Erie International/Tom Ridge Field",83,22,7,0,7,8,0,1171,464,0,201,506,44
2019-3,OO,SkyWest Airlines Inc.,ESC,"Escanaba, MI: Delta County",52,6,0,1,1,3,2,650,0,307,141,202,11
2019-3,OO,SkyWest Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",217,51,12,2,10,27,9,5818,2297,144,359,3018,102
2019-3,OO,SkyWest Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",81,16,8,0,3,5,0,1072,615,9,131,317,32
2019-3,OO,SkyWest Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",91,36,8,1,24,4,1,2051,611,26,1223,191,73
2019-3,OO,SkyWest Airlines Inc.,FAR,"Fargo, ND: Hector International",255,44,15,5,11,14,19,4657,2371,731,622,933,89
2019-3,OO,SkyWest Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",734,141,52,4,23,62,11,14837,8687,726,760,4664,282
2019-3,OO,SkyWest Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",119,20,10,2,2,6,0,1026,419,330,55,222,40
2019-3,OO,SkyWest Airlines Inc.,FCA,"Kalispell, MT: Glacier Park International",101,4,1,0,1,2,0,242,128,0,29,85,8
2019-3,OO,SkyWest Airlines Inc.,FLG,"Flagstaff, AZ: Flagstaff Pulliam",93,9,5,0,2,2,2,817,345,0,51,421,18
2019-3,OO,SkyWest Airlines Inc.,FNT,"Flint, MI: Bishop International",9,2,2,0,0,0,0,224,224,0,0,0,4
2019-3,OO,SkyWest Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",251,41,21,1,8,11,19,5434,4251,66,489,628,82
2019-3,OO,SkyWest Airlines Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",460,78,31,4,11,32,1,5260,2474,283,412,2091,156
2019-3,OO,SkyWest Airlines Inc.,GCC,"Gillette, WY: Gillette Campbell County",61,12,3,1,3,5,4,554,222,21,69,242,24
2019-3,OO,SkyWest Airlines Inc.,GEG,"Spokane, WA: Spokane International",180,42,14,2,10,16,4,2410,947,61,333,953,84
2019-3,OO,SkyWest Airlines Inc.,GFK,"Grand Forks, ND: Grand Forks International",150,24,6,3,5,11,3,2844,305,1464,203,872,49
2019-3,OO,SkyWest Airlines Inc.,GJT,"Grand Junction, CO: Grand Junction Regional",177,19,9,1,6,4,2,846,497,24,163,162,39
2019-3,OO,SkyWest Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",164,26,15,1,3,7,0,1685,1148,35,137,365,52
2019-3,OO,SkyWest Airlines Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",212,38,15,1,7,15,1,2774,1831,35,280,628,76
2019-3,OO,SkyWest Airlines Inc.,GRI,"Grand Island, NE: Central Nebraska Regional",62,10,2,0,3,4,4,588,214,0,113,261,19
2019-3,OO,SkyWest Airlines Inc.,GRK,"Killeen, TX: Robert Gray AAF",31,5,3,0,0,2,1,1183,1012,0,102,69,10
2019-3,OO,SkyWest Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",106,27,5,3,6,13,0,1936,535,196,241,964,54
2019-3,OO,SkyWest Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",179,38,9,3,10,17,0,2100,508,224,295,1073,77
2019-3,OO,SkyWest Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",72,17,6,0,6,5,0,657,227,0,144,286,34
2019-3,OO,SkyWest Airlines Inc.,GTF,"Great Falls, MT: Great Falls International",118,12,3,2,3,4,0,2335,92,1861,92,290,24
2019-3,OO,SkyWest Airlines Inc.,GTR,"Columbus, MS: Golden Triangle Regional",85,17,8,1,0,8,0,1450,766,33,16,635,34
2019-3,OO,SkyWest Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",117,15,5,1,5,4,4,788,158,30,294,306,30
2019-3,OO,SkyWest Airlines Inc.,HIB,"Hibbing, MN: Range Regional",52,9,2,2,3,2,0,318,55,91,83,89,18
2019-3,OO,SkyWest Airlines Inc.,HLN,"Helena, MT: Helena Regional",119,14,7,1,2,5,0,838,382,41,159,256,29
2019-3,OO,SkyWest Airlines Inc.,HOU,"Houston, TX: William P Hobby",1,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,HPN,"White Plains, NY: Westchester County",201,36,13,1,9,13,1,2422,1223,63,350,786,72
2019-3,OO,SkyWest Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",62,19,9,1,5,4,0,1065,505,29,264,267,38
2019-3,OO,SkyWest Airlines Inc.,HYS,"Hays, KS: Hays Regional",104,16,2,0,5,9,7,1295,140,1,127,1027,32
2019-3,OO,SkyWest Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",326,54,23,3,15,13,2,6161,3857,420,438,1446,108
2019-3,OO,SkyWest Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",888,236,70,13,75,79,31,17994,7826,1344,2478,6346,473
2019-3,OO,SkyWest Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",308,53,21,2,11,20,5,4559,1700,1043,425,1391,107
2019-3,OO,SkyWest Airlines Inc.,IDA,"Idaho Falls, ID: Idaho Falls Regional",150,13,6,0,1,5,2,845,583,8,24,230,25
2019-3,OO,SkyWest Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",30,0,0,0,0,0,1,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,IMT,"Iron Mountain/Kingsfd, MI: Ford",57,3,1,0,1,1,2,193,23,0,48,122,6
2019-3,OO,SkyWest Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",198,41,19,1,13,9,3,2044,1208,169,341,326,83
2019-3,OO,SkyWest Airlines Inc.,INL,"International Falls, MN: Falls International Einarson Field",53,7,2,0,2,3,0,287,109,0,61,117,14
2019-3,OO,SkyWest Airlines Inc.,ISN,"Williston, ND: Sloulin Field International",62,12,4,2,3,4,0,805,239,58,116,392,25
2019-3,OO,SkyWest Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",79,16,3,0,5,8,0,785,214,0,187,384,32
2019-3,OO,SkyWest Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",108,28,6,0,5,17,3,2936,1052,0,872,1012,56
2019-3,OO,SkyWest Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",26,4,2,0,0,2,0,109,56,0,5,48,8
2019-3,OO,SkyWest Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",32,4,1,1,0,2,0,425,254,28,4,139,8
2019-3,OO,SkyWest Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",216,33,8,2,10,12,3,1895,546,267,422,660,65
2019-3,OO,SkyWest Airlines Inc.,JLN,"Joplin, MO: Joplin Regional",4,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,JMS,"Jamestown, ND: Jamestown Regional",84,11,7,1,1,2,7,1918,1591,88,41,198,22
2019-3,OO,SkyWest Airlines Inc.,LAN,"Lansing, MI: Capital Region International",167,33,13,4,4,12,0,3822,2329,330,184,979,66
2019-3,OO,SkyWest Airlines Inc.,LAR,"Laramie, WY: Laramie Regional",52,8,4,0,2,2,7,1965,1798,0,55,112,16
2019-3,OO,SkyWest Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",135,18,3,1,6,7,0,732,212,60,134,296,35
2019-3,OO,SkyWest Airlines Inc.,LAW,"Lawton/Fort Sill, OK: Lawton-Fort Sill Regional",80,12,3,0,1,7,1,638,151,20,64,403,23
2019-3,OO,SkyWest Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2920,476,95,5,141,234,43,37799,14107,387,5212,18077,951
2019-3,OO,SkyWest Airlines Inc.,LBF,"North Platte, NE: North Platte Regional Airport Lee Bird Field",52,11,5,0,1,5,6,530,227,4,48,251,22
2019-3,OO,SkyWest Airlines Inc.,LBL,"Liberal, KS: Liberal Mid-America Regional",52,6,3,0,0,3,2,473,334,0,13,126,12
2019-3,OO,SkyWest Airlines Inc.,LCH,"Lake Charles, LA: Lake Charles Regional",6,3,0,0,2,1,0,124,0,0,37,87,6
2019-3,OO,SkyWest Airlines Inc.,LEX,"Lexington, KY: Blue Grass",192,57,23,3,12,19,2,4284,2473,342,395,1074,114
2019-3,OO,SkyWest Airlines Inc.,LFT,"Lafayette, LA: Lafayette Regional Paul Fournet Field",1,1,1,0,0,0,0,115,115,0,0,0,2
2019-3,OO,SkyWest Airlines Inc.,LGA,"New York, NY: LaGuardia",1111,277,46,19,114,98,14,22261,4782,3649,7179,6651,554
2019-3,OO,SkyWest Airlines Inc.,LGB,"Long Beach, CA: Long Beach Airport",67,4,0,0,2,1,0,85,0,6,53,26,7
2019-3,OO,SkyWest Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",103,22,8,1,4,8,4,1885,1274,70,203,338,43
2019-3,OO,SkyWest Airlines Inc.,LNK,"Lincoln, NE: Lincoln Airport",154,23,7,6,4,6,4,1941,352,1229,143,217,46
2019-3,OO,SkyWest Airlines Inc.,LRD,"Laredo, TX: Laredo International",62,8,2,1,3,2,0,432,81,91,157,103,16
2019-3,OO,SkyWest Airlines Inc.,LSE,"La Crosse, WI: La Crosse Regional",114,18,7,0,4,7,2,1135,646,0,135,354,36
2019-3,OO,SkyWest Airlines Inc.,LWB,"Lewisburg, WV: Greenbrier Valley",54,8,2,0,3,3,3,579,73,0,97,409,16
2019-3,OO,SkyWest Airlines Inc.,LWS,"Lewiston, ID: Lewiston Nez Perce County",79,5,2,0,1,2,0,230,136,0,23,71,10
2019-3,OO,SkyWest Airlines Inc.,MAF,"Midland/Odessa, TX: Midland International Air and Space Port",39,8,3,1,3,1,1,643,279,123,155,86,16
2019-3,OO,SkyWest Airlines Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",117,17,9,1,2,6,2,1862,729,723,62,348,35
2019-3,OO,SkyWest Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",308,55,18,1,15,22,8,4805,2410,9,483,1903,111
2019-3,OO,SkyWest Airlines Inc.,MCO,"Orlando, FL: Orlando International",15,6,3,1,1,1,0,421,222,40,23,136,12
2019-3,OO,SkyWest Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",183,34,17,0,7,9,1,2508,1888,10,261,321,67
2019-3,OO,SkyWest Airlines Inc.,MDW,"Chicago, IL: Chicago Midway International",254,43,13,1,11,18,1,2324,522,100,618,1084,86
2019-3,OO,SkyWest Airlines Inc.,MEI,"Meridian, MS: Key Field",93,12,4,0,3,5,1,799,263,0,107,426,24
2019-3,OO,SkyWest Airlines Inc.,MEM,"Memphis, TN: Memphis International",258,58,21,0,14,23,2,4998,2395,0,632,1971,116
2019-3,OO,SkyWest Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",31,3,1,0,1,1,0,340,170,0,98,72,6
2019-3,OO,SkyWest Airlines Inc.,MFR,"Medford, OR: Rogue Valley International - Medford",287,54,18,2,5,30,11,4211,1653,105,261,2192,109
2019-3,OO,SkyWest Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",253,39,16,2,4,16,0,3801,2310,198,212,1081,77
2019-3,OO,SkyWest Airlines Inc.,MHK,"Manhattan/Ft. Riley, KS: Manhattan Regional",62,6,1,0,0,4,0,269,69,0,4,196,11
2019-3,OO,SkyWest Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",1,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",545,117,31,6,34,46,11,6321,1782,361,1344,2834,234
2019-3,OO,SkyWest Airlines Inc.,MKG,"Muskegon, MI: Muskegon County",62,16,8,0,1,8,0,950,302,24,26,598,33
2019-3,OO,SkyWest Airlines Inc.,MLI,"Moline, IL: Quad City International",91,15,3,2,6,4,0,1395,857,116,186,236,30
2019-3,OO,SkyWest Airlines Inc.,MLU,"Monroe, LA: Monroe Regional",176,23,9,1,2,11,0,1341,551,147,73,570,46
2019-3,OO,SkyWest Airlines Inc.,MMH,"Mammoth Lakes, CA: Mammoth Lakes Airport",91,26,15,0,7,4,15,3465,2641,0,278,546,52
2019-3,OO,SkyWest Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",111,16,2,3,3,9,1,1055,127,392,108,428,33
2019-3,OO,SkyWest Airlines Inc.,MOT,"Minot, ND: Minot International",144,17,5,0,7,5,0,1456,750,15,247,444,34
2019-3,OO,SkyWest Airlines Inc.,MQT,"Marquette, MI: Sawyer International",90,17,6,2,7,2,3,1580,347,762,279,192,34
2019-3,OO,SkyWest Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",201,29,10,0,5,14,8,3139,1673,0,153,1313,58
2019-3,OO,SkyWest Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",277,51,20,5,13,14,2,4504,2215,590,478,1221,103
2019-3,OO,SkyWest Airlines Inc.,MSO,"Missoula, MT: Missoula International",72,6,2,0,2,2,1,337,254,0,51,32,12
2019-3,OO,SkyWest Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",4267,694,123,58,232,281,41,56496,14855,12481,8982,20161,1388
2019-3,OO,SkyWest Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",34,9,2,0,3,5,1,376,71,0,62,243,19
2019-3,OO,SkyWest Airlines Inc.,OAK,"Oakland, CA: Metropolitan Oakland International",122,22,13,0,4,4,0,1009,694,11,112,192,43
2019-3,OO,SkyWest Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",490,100,28,4,30,39,7,6628,2633,300,1137,2558,201
2019-3,OO,SkyWest Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",315,66,19,4,14,29,4,3793,1266,203,484,1840,132
2019-3,OO,SkyWest Airlines Inc.,ONT,"Ontario, CA: Ontario International",176,48,13,1,9,23,6,3728,1171,230,349,1936,94
2019-3,OO,SkyWest Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4927,878,207,19,243,409,117,87659,40634,3262,12300,31445,1756
2019-3,OO,SkyWest Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",110,14,9,0,1,4,1,810,520,0,27,263,28
2019-3,OO,SkyWest Airlines Inc.,OTH,"North Bend/Coos Bay, OR: Southwest Oregon Regional",31,16,7,0,1,8,1,1204,549,0,64,591,32
2019-3,OO,SkyWest Airlines Inc.,PAE,"Everett, WA: Snohomish County",6,0,0,0,0,0,0,0,0,0,0,0,0
2019-3,OO,SkyWest Airlines Inc.,PAH,"Paducah, KY: Barkley Regional",114,20,7,0,2,11,2,2201,1381,0,89,731,40
2019-3,OO,SkyWest Airlines Inc.,PBG,"Plattsburgh, NY: Plattsburgh International",52,10,5,0,2,3,1,1873,1349,0,98,426,20
2019-3,OO,SkyWest Airlines Inc.,PDX,"Portland, OR: Portland International",518,37,9,1,12,15,1,2070,713,38,469,850,74
2019-3,OO,SkyWest Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",71,5,1,0,0,4,0,210,27,0,0,183,10
2019-3,OO,SkyWest Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",1122,120,18,4,23,75,10,9651,2743,878,708,5322,240
2019-3,OO,SkyWest Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",129,13,3,0,4,7,1,507,90,2,104,311,27
2019-3,OO,SkyWest Airlines Inc.,PIB,"Hattiesburg/Laurel, MS: Hattiesburg-Laurel Regional",62,10,1,0,0,8,1,700,98,0,27,575,19
2019-3,OO,SkyWest Airlines Inc.,PIH,"Pocatello, ID: Pocatello Regional",93,10,5,0,2,3,0,848,620,0,34,194,20
2019-3,OO,SkyWest Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",168,29,12,3,7,7,1,1169,429,149,216,375,58
2019-3,OO,SkyWest Airlines Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",74,13,5,3,3,2,1,2666,1213,1286,108,59,26
2019-3,OO,SkyWest Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",33,5,3,0,2,0,0,348,274,0,71,3,10
2019-3,OO,SkyWest Airlines Inc.,PRC,"Prescott, AZ: Prescott Regional Ernest A Love Field",62,9,1,0,1,7,1,671,177,0,52,442,18
2019-3,OO,SkyWest Airlines Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",102,18,5,0,1,11,4,1211,189,19,92,911,35
2019-3,OO,SkyWest Airlines Inc.,PSP,"Palm Springs, CA: Palm Springs International",577,152,36,4,36,75,13,11128,3712,458,1277,5649,303
2019-3,OO,SkyWest Airlines Inc.,PUB,"Pueblo, CO: Pueblo Memorial",78,9,3,0,4,2,5,1169,863,0,156,150,18
2019-3,OO,SkyWest Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",31,7,4,1,1,1,0,222,114,39,34,35,14
2019-3,OO,SkyWest Airlines Inc.,RAP,"Rapid City, SD: Rapid City Regional",181,24,7,3,3,11,10,1430,397,224,150,659,48
2019-3,OO,SkyWest Airlines Inc.,RDD,"Redding, CA: Redding Municipal",117,25,8,0,6,11,4,2976,1942,0,195,839,50
2019-3,OO,SkyWest Airlines Inc.,RDM,"Bend/Redmond, OR: Roberts Field",270,54,12,0,10,31,8,4970,1876,0,364,2672,107
2019-3,OO,SkyWest Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",145,18,7,2,2,6,2,1091,467,117,86,369,35
2019-3,OO,SkyWest Airlines Inc.,RHI,"Rhinelander, WI: Rhinelander/Oneida County",62,15,3,0,7,5,1,927,637,1,157,132,30
2019-3,OO,SkyWest Airlines Inc.,RIC,"Richmond, VA: Richmond International",365,50,19,4,10,17,3,4455,1967,597,489,1402,100
2019-3,OO,SkyWest Airlines Inc.,RKS,"Rock Springs, WY: Southwest Wyoming Regional",62,10,3,1,3,3,4,800,367,55,117,261,20
2019-3,OO,SkyWest Airlines Inc.,RNO,"Reno, NV: Reno/Tahoe International",449,75,30,0,16,28,11,5054,2121,0,534,2355,149
2019-3,OO,SkyWest Airlines Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",88,7,2,1,1,3,0,323,113,42,21,147,14
2019-3,OO,SkyWest Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",38,8,4,0,1,3,1,334,151,0,15,168,16
2019-3,OO,SkyWest Airlines Inc.,ROW,"Roswell, NM: Roswell International Air Center",115,19,4,1,7,8,6,636,132,25,160,319,39
