date,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,late_aircraft_ct,arr_cancelled,arr_delay,carrier_delay,weather_delay,nas_delay,late_aircraft_delay,total_delayed_flights
2019-1,MQ,Envoy Air,TYS,"Knoxville, TN: McGhee Tyson",138,27,4,1,12,11,7,1119,111,49,430,529,55
2019-1,MQ,Envoy Air,XNA,"Fayetteville, AR: Northwest Arkansas Regional",344,60,16,4,22,18,16,2603,774,202,895,732,120
2019-1,NK,Spirit Air Lines,ACY,"Atlantic City, NJ: Atlantic City International",298,34,3,1,18,11,0,2774,224,52,1095,1364,67
2019-1,NK,Spirit Air Lines,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",690,118,19,5,71,21,6,6417,1110,258,3726,1270,234
2019-1,NK,Spirit Air Lines,AVL,"Asheville, NC: Asheville Regional",39,3,0,0,0,3,1,177,5,0,2,170,6
2019-1,NK,Spirit Air Lines,BDL,"Hartford, CT: Bradley International",168,19,6,1,6,5,1,1655,699,55,157,728,37
2019-1,NK,Spirit Air Lines,BOS,"Boston, MA: Logan International",399,70,8,2,43,17,19,6608,391,335,4663,1219,140
2019-1,NK,Spirit Air Lines,BQN,"Aguadilla, PR: Rafael Hernandez",56,9,2,0,6,1,0,970,94,0,233,643,18
2019-1,NK,Spirit Air Lines,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",646,92,22,2,42,24,6,7266,1520,994,3082,1617,182
2019-1,NK,Spirit Air Lines,CAK,"Akron, OH: Akron-Canton Regional",50,8,2,0,3,3,2,578,70,0,79,429,16
2019-1,NK,Spirit Air Lines,CLE,"Cleveland, OH: Cleveland-Hopkins International",222,24,5,2,12,5,4,1490,228,50,735,477,48
2019-1,NK,Spirit Air Lines,CMH,"Columbus, OH: John Glenn Columbus International",143,14,3,0,7,4,3,657,91,12,273,281,28
2019-1,NK,Spirit Air Lines,DEN,"Denver, CO: Denver International",235,44,6,0,26,12,0,2794,245,13,1735,801,88
2019-1,NK,Spirit Air Lines,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",569,83,16,0,45,22,4,6176,1640,78,2361,2097,166
2019-1,NK,Spirit Air Lines,DTW,"Detroit, MI: Detroit Metro Wayne County",944,118,32,1,58,27,17,9356,1929,804,3588,3035,236
2019-1,NK,Spirit Air Lines,EWR,"Newark, NJ: Newark Liberty International",304,78,5,0,70,3,0,6571,359,35,5986,186,156
2019-1,NK,Spirit Air Lines,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",1701,282,43,8,172,58,12,23030,4959,597,11949,5510,563
2019-1,NK,Spirit Air Lines,GSO,"Greensboro/High Point, NC: Piedmont Triad International",36,5,2,0,1,2,0,142,54,0,25,63,10
2019-1,NK,Spirit Air Lines,IAG,"Niagara Falls, NY: Niagara Falls International",22,5,3,0,2,0,1,159,100,0,59,0,10
2019-1,NK,Spirit Air Lines,IAH,"Houston, TX: George Bush Intercontinental/Houston",543,59,11,2,31,15,5,3658,677,248,1506,1208,118
2019-1,NK,Spirit Air Lines,JAX,"Jacksonville, FL: Jacksonville International",62,8,2,2,4,0,2,912,244,178,481,9,16
2019-1,NK,Spirit Air Lines,LAS,"Las Vegas, NV: McCarran International",1267,184,38,7,94,45,8,11887,3511,385,4905,3082,368
2019-1,NK,Spirit Air Lines,LAX,"Los Angeles, CA: Los Angeles International",680,115,17,4,72,23,5,7019,2147,147,3297,1428,231
2019-1,NK,Spirit Air Lines,LBE,"Latrobe, PA: Arnold Palmer Regional",81,18,7,0,4,7,3,854,282,10,117,445,36
2019-1,NK,Spirit Air Lines,LGA,"New York, NY: LaGuardia",341,105,5,1,95,3,10,8266,251,310,7248,401,209
2019-1,NK,Spirit Air Lines,MCI,"Kansas City, MO: Kansas City International",132,20,2,1,13,4,1,741,164,41,403,133,40
2019-1,NK,Spirit Air Lines,MCO,"Orlando, FL: Orlando International",1335,210,37,5,128,39,10,13453,2583,283,5390,5186,419
2019-1,NK,Spirit Air Lines,MSP,"Minneapolis, MN: Minneapolis-St Paul International",349,45,12,1,16,15,11,3078,1410,60,847,761,89
2019-1,NK,Spirit Air Lines,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",416,52,15,1,22,13,4,3277,663,127,1255,1232,103
2019-1,NK,Spirit Air Lines,MYR,"Myrtle Beach, SC: Myrtle Beach International",190,35,8,0,23,2,2,2495,842,15,1486,104,68
2019-1,NK,Spirit Air Lines,OAK,"Oakland, CA: Metropolitan Oakland International",165,19,3,0,12,5,0,1064,125,6,543,390,39
2019-1,NK,Spirit Air Lines,ORD,"Chicago, IL: Chicago O'Hare International",734,169,30,10,102,27,34,19955,2417,4226,11015,2297,338
2019-1,NK,Spirit Air Lines,PBG,"Plattsburgh, NY: Plattsburgh International",21,0,0,0,0,0,1,0,0,0,0,0,0
2019-1,NK,Spirit Air Lines,PBI,"West Palm Beach/Palm Beach, FL: Palm Beach International",79,18,6,0,7,5,2,1267,614,32,316,305,36
2019-1,NK,Spirit Air Lines,PDX,"Portland, OR: Portland International",55,8,2,0,3,3,0,503,202,0,189,112,16
2019-1,NK,Spirit Air Lines,PHL,"Philadelphia, PA: Philadelphia International",284,40,11,0,16,11,1,2864,1143,0,820,853,78
2019-1,NK,Spirit Air Lines,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",93,17,3,1,6,7,3,1802,170,898,252,482,34
2019-1,NK,Spirit Air Lines,PIT,"Pittsburgh, PA: Pittsburgh International",180,18,5,0,7,6,0,2312,321,0,354,1633,36
2019-1,NK,Spirit Air Lines,RIC,"Richmond, VA: Richmond International",62,7,2,0,1,4,0,553,54,0,105,394,14
2019-1,NK,Spirit Air Lines,RSW,"Fort Myers, FL: Southwest Florida International",493,87,16,5,57,9,9,6084,1190,323,3537,1034,174
2019-1,NK,Spirit Air Lines,SAN,"San Diego, CA: San Diego International",143,25,4,0,11,11,1,1314,128,0,357,829,51
2019-1,NK,Spirit Air Lines,SEA,"Seattle, WA: Seattle/Tacoma International",103,13,5,0,7,2,0,649,270,0,312,67,27
2019-1,NK,Spirit Air Lines,SJU,"San Juan, PR: Luis Munoz Marin International",193,36,10,0,18,8,0,1307,343,7,539,418,72
2019-1,NK,Spirit Air Lines,STT,"Charlotte Amalie, VI: Cyril E King",45,2,0,0,1,1,0,100,7,0,75,18,4
2019-1,NK,Spirit Air Lines,TPA,"Tampa, FL: Tampa International",654,67,15,5,36,11,11,3367,663,496,1349,859,134
2019-1,OH,PSA Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",85,13,7,0,3,3,6,607,472,0,68,67,26
2019-1,OH,PSA Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",115,9,4,0,1,4,0,359,180,0,28,151,18
2019-1,OH,PSA Airlines Inc.,ALB,"Albany, NY: Albany International",115,33,12,2,6,12,10,2301,804,235,259,973,65
2019-1,OH,PSA Airlines Inc.,ART,"Watertown, NY: Watertown International",62,10,4,2,2,2,16,507,113,203,53,138,20
2019-1,OH,PSA Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",145,23,7,0,10,5,2,1246,444,0,516,286,45
2019-1,OH,PSA Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",178,18,9,2,6,1,8,768,273,307,165,23,36
2019-1,OH,PSA Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",92,11,4,0,4,4,4,249,87,0,68,94,23
2019-1,OH,PSA Airlines Inc.,BDL,"Hartford, CT: Bradley International",184,32,12,0,7,13,15,1759,734,23,271,731,64
2019-1,OH,PSA Airlines Inc.,BGR,"Bangor, ME: Bangor International",47,14,5,1,4,4,5,664,140,97,125,295,28
2019-1,OH,PSA Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",258,43,16,0,15,11,5,1977,730,20,428,799,85
2019-1,OH,PSA Airlines Inc.,BNA,"Nashville, TN: Nashville International",104,8,2,0,1,5,4,371,92,0,87,192,16
2019-1,OH,PSA Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",27,5,2,0,1,3,0,323,68,0,27,228,11
2019-1,OH,PSA Airlines Inc.,BTV,"Burlington, VT: Burlington International",94,13,2,0,4,6,10,715,63,27,109,516,25
2019-1,OH,PSA Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",32,3,1,0,1,1,3,69,19,0,21,29,6
2019-1,OH,PSA Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",9,1,1,0,0,0,1,18,18,0,0,0,2
2019-1,OH,PSA Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",203,29,10,1,8,11,3,1508,444,47,342,675,59
2019-1,OH,PSA Airlines Inc.,CAK,"Akron, OH: Akron-Canton Regional",261,57,19,0,10,27,3,3672,1044,4,341,2283,113
2019-1,OH,PSA Airlines Inc.,CHA,"Chattanooga, TN: Lovell Field",171,29,12,0,4,13,2,1570,681,0,102,787,58
2019-1,OH,PSA Airlines Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",117,10,4,3,2,2,2,659,166,376,41,76,21
2019-1,OH,PSA Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",258,31,13,0,8,9,5,1661,703,0,280,662,61
2019-1,OH,PSA Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",63,2,1,0,1,0,2,224,193,0,31,0,4
2019-1,OH,PSA Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",228,34,13,3,8,10,3,1989,890,214,290,595,68
2019-1,OH,PSA Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",7376,841,205,36,245,354,149,49395,17141,2305,7680,22212,1681
2019-1,OH,PSA Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",108,29,7,1,6,15,3,1238,449,17,193,579,58
2019-1,OH,PSA Airlines Inc.,CRW,"Charleston/Dunbar, WV: Yeager",197,49,17,3,5,24,7,2480,870,165,180,1265,98
2019-1,OH,PSA Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",391,46,14,1,13,19,3,2231,706,115,434,961,93
2019-1,OH,PSA Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",133,19,6,0,9,3,0,554,161,0,266,127,37
2019-1,OH,PSA Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",571,117,27,12,27,51,29,7257,1632,633,1064,3928,234
2019-1,OH,PSA Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2673,514,103,22,141,246,189,36665,7888,1947,6316,20380,1026
2019-1,OH,PSA Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",116,21,8,0,9,4,6,1005,316,52,326,311,42
2019-1,OH,PSA Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",107,10,3,0,3,3,6,948,272,16,186,474,19
2019-1,OH,PSA Airlines Inc.,EVV,"Evansville, IN: Evansville Regional",33,7,3,1,1,2,0,464,165,22,19,258,14
2019-1,OH,PSA Airlines Inc.,EWN,"New Bern/Morehead/Beaufort, NC: Coastal Carolina Regional",126,18,6,0,4,8,2,758,311,0,75,372,36
2019-1,OH,PSA Airlines Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",101,15,9,0,2,4,0,579,270,0,50,259,30
2019-1,OH,PSA Airlines Inc.,GNV,"Gainesville, FL: Gainesville Regional",111,11,4,0,2,5,1,375,151,0,46,178,22
2019-1,OH,PSA Airlines Inc.,GPT,"Gulfport/Biloxi, MS: Gulfport-Biloxi International",61,4,1,0,1,2,0,304,63,0,60,151,8
2019-1,OH,PSA Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",115,22,4,1,6,11,16,1638,293,112,314,919,44
2019-1,OH,PSA Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",272,52,21,1,6,24,7,2788,1141,56,219,1372,104
2019-1,OH,PSA Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",416,66,21,1,14,30,3,3546,1109,111,359,1967,132
2019-1,OH,PSA Airlines Inc.,HPN,"White Plains, NY: Westchester County",259,61,20,2,14,24,24,3486,1472,234,550,1215,121
2019-1,OH,PSA Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",133,17,7,0,2,9,0,886,302,0,45,539,35
2019-1,OH,PSA Airlines Inc.,HVN,"New Haven, CT: Tweed New Haven",69,12,5,0,2,5,5,1151,300,0,80,771,24
2019-1,OH,PSA Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",156,23,8,0,8,7,0,684,269,0,224,191,46
2019-1,OH,PSA Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",22,5,2,0,3,0,0,132,60,0,72,0,10
2019-1,OH,PSA Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",215,26,9,1,6,9,2,1075,380,31,122,542,51
2019-1,OH,PSA Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",153,24,10,1,6,6,4,1418,712,72,202,432,47
2019-1,OH,PSA Airlines Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",4,2,1,0,1,0,0,122,51,0,60,11,4
2019-1,OH,PSA Airlines Inc.,JAN,"Jackson/Vicksburg, MS: Jackson Medgar Wiley Evers International",140,25,13,0,8,3,0,1458,744,110,286,318,49
2019-1,OH,PSA Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",75,10,5,0,1,4,1,358,148,0,74,136,20
2019-1,OH,PSA Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",72,8,1,0,3,4,3,737,118,27,179,413,16
2019-1,OH,PSA Airlines Inc.,LAN,"Lansing, MI: Capital Region International",26,4,2,0,1,1,3,457,282,13,103,59,8
2019-1,OH,PSA Airlines Inc.,LEX,"Lexington, KY: Blue Grass",103,13,3,0,2,7,3,621,223,15,76,307,25
2019-1,OH,PSA Airlines Inc.,LGA,"New York, NY: LaGuardia",149,59,6,2,34,17,6,4222,295,92,2415,1410,118
2019-1,OH,PSA Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",104,10,4,0,4,2,1,317,167,0,78,72,20
2019-1,OH,PSA Airlines Inc.,LYH,"Lynchburg, VA: Lynchburg Regional/Preston Glenn Field",49,3,1,0,0,2,2,167,15,0,0,152,6
2019-1,OH,PSA Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",32,2,0,0,0,2,0,107,19,0,0,88,4
2019-1,OH,PSA Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",57,3,2,0,0,1,4,103,52,0,10,41,6
2019-1,OH,PSA Airlines Inc.,MEM,"Memphis, TN: Memphis International",124,11,3,0,4,4,1,350,132,0,93,125,22
2019-1,OH,PSA Airlines Inc.,MGM,"Montgomery, AL: Montgomery Regional",26,5,1,1,0,3,1,516,59,44,0,413,10
2019-1,OH,PSA Airlines Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",113,14,4,1,8,1,8,642,200,90,176,176,28
2019-1,OH,PSA Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",146,16,5,1,3,8,5,790,208,59,132,391,33
2019-1,OH,PSA Airlines Inc.,MLB,"Melbourne, FL: Melbourne International",93,15,7,0,2,5,0,761,506,0,40,215,29
2019-1,OH,PSA Airlines Inc.,MOB,"Mobile, AL: Mobile Regional",18,6,2,0,4,0,0,170,74,0,87,9,12
2019-1,OH,PSA Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",113,14,3,0,5,7,4,1029,169,0,151,709,29
2019-1,OH,PSA Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",7,2,0,0,0,2,1,167,0,0,11,156,4
2019-1,OH,PSA Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",236,20,10,1,2,7,1,893,350,63,103,377,40
2019-1,OH,PSA Airlines Inc.,OAJ,"Jacksonville/Camp Lejeune, NC: Albert J Ellis",174,26,9,1,8,8,1,796,203,28,216,349,52
2019-1,OH,PSA Airlines Inc.,OKC,"Oklahoma City, OK: Will Rogers World",36,3,1,0,1,1,0,189,24,0,29,136,6
2019-1,OH,PSA Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",62,12,5,0,5,2,1,434,182,0,164,88,24
2019-1,OH,PSA Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",140,16,7,0,6,3,22,721,234,11,339,137,32
2019-1,OH,PSA Airlines Inc.,ORF,"Norfolk, VA: Norfolk International",435,71,22,2,22,24,2,3701,1398,79,812,1412,141
2019-1,OH,PSA Airlines Inc.,PHF,"Newport News/Williamsburg, VA: Newport News/Williamsburg International",30,4,2,0,1,1,0,112,78,0,11,23,8
2019-1,OH,PSA Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",1226,196,53,10,51,82,33,14471,5023,900,2116,6416,392
2019-1,OH,PSA Airlines Inc.,PIA,"Peoria, IL: General Downing - Peoria International",62,14,4,0,7,3,6,664,326,0,191,147,28
2019-1,OH,PSA Airlines Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",169,27,13,2,5,6,1,1795,981,204,192,402,53
2019-1,OH,PSA Airlines Inc.,PNS,"Pensacola, FL: Pensacola International",155,29,9,0,10,11,3,1558,556,0,320,682,59
2019-1,OH,PSA Airlines Inc.,PVD,"Providence, RI: Theodore Francis Green State",192,46,14,5,14,14,6,2209,597,252,476,884,93
2019-1,OH,PSA Airlines Inc.,PWM,"Portland, ME: Portland International Jetport",110,22,6,1,4,11,10,1641,354,14,112,1161,44
2019-1,OH,PSA Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",167,41,13,2,6,20,6,2892,864,92,165,1771,82
2019-1,OH,PSA Airlines Inc.,RIC,"Richmond, VA: Richmond International",97,7,3,0,2,2,1,160,63,0,52,45,14
2019-1,OH,PSA Airlines Inc.,ROC,"Rochester, NY: Greater Rochester International",111,20,8,1,4,6,11,1449,679,111,203,456,39
2019-1,OH,PSA Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",4,2,0,0,2,0,0,54,3,0,51,0,4
2019-1,OH,PSA Airlines Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",327,53,18,2,15,18,5,2438,868,233,512,825,106
2019-1,OH,PSA Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",186,23,11,2,3,7,3,1419,515,314,94,496,46
2019-1,OH,PSA Airlines Inc.,SHV,"Shreveport, LA: Shreveport Regional",62,11,6,1,2,1,0,319,183,16,99,21,21
2019-1,OH,PSA Airlines Inc.,SRQ,"Sarasota/Bradenton, FL: Sarasota/Bradenton International",5,4,2,0,1,2,0,202,78,0,25,99,9
2019-1,OH,PSA Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",247,44,14,2,14,14,15,2913,961,206,608,1138,88
2019-1,OH,PSA Airlines Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",120,24,6,4,9,5,10,1208,361,173,307,367,48
2019-1,OH,PSA Airlines Inc.,TLH,"Tallahassee, FL: Tallahassee International",67,7,4,0,3,1,0,283,168,0,74,41,15
2019-1,OH,PSA Airlines Inc.,TOL,"Toledo, OH: Toledo Express",62,10,3,3,1,3,5,519,147,171,46,155,20
2019-1,OH,PSA Airlines Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",1,0,0,0,0,0,0,0,0,0,0,0,0
2019-1,OH,PSA Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",31,2,1,0,1,0,0,61,40,0,21,0,4
2019-1,OH,PSA Airlines Inc.,TYS,"Knoxville, TN: McGhee Tyson",220,48,17,1,7,23,0,2791,746,90,288,1667,96
2019-1,OH,PSA Airlines Inc.,VPS,"Valparaiso, FL: Eglin AFB Destin Fort Walton Beach",111,18,6,0,7,4,1,473,181,10,152,105,35
2019-1,OH,PSA Airlines Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",111,16,6,1,6,3,0,387,151,23,115,98,32
2019-1,OO,SkyWest Airlines Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",90,17,4,2,5,6,2,1150,280,109,191,570,34
2019-1,OO,SkyWest Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",152,26,9,1,6,10,4,1576,552,50,209,765,52
2019-1,OO,SkyWest Airlines Inc.,ABR,"Aberdeen, SD: Aberdeen Regional",62,9,3,2,1,3,2,1446,703,565,46,132,18
2019-1,OO,SkyWest Airlines Inc.,ABY,"Albany, GA: Southwest Georgia Regional",84,10,3,1,4,2,1,554,227,72,93,162,20
2019-1,OO,SkyWest Airlines Inc.,ACV,"Arcata/Eureka, CA: California Redwood Coast Humboldt County",130,31,11,1,5,14,17,4187,2373,41,273,1500,62
2019-1,OO,SkyWest Airlines Inc.,ALB,"Albany, NY: Albany International",23,3,2,0,1,0,1,126,100,11,15,0,6
2019-1,OO,SkyWest Airlines Inc.,APN,"Alpena, MI: Alpena County Regional",54,7,2,1,1,3,4,615,403,83,16,113,14
2019-1,OO,SkyWest Airlines Inc.,ASE,"Aspen, CO: Aspen Pitkin County Sardy Field",920,307,78,15,113,101,52,28290,9491,3487,6876,8436,614
2019-1,OO,SkyWest Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2362,383,73,29,106,174,45,32613,10889,5878,4190,11602,765
2019-1,OO,SkyWest Airlines Inc.,ATW,"Appleton, WI: Appleton International",206,48,17,6,16,8,3,5436,3242,895,674,625,95
2019-1,OO,SkyWest Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",232,37,16,0,7,15,3,1929,662,0,235,1032,75
2019-1,OO,SkyWest Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",221,54,17,5,17,15,12,4859,1886,1030,733,1210,108
2019-1,OO,SkyWest Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",53,11,1,1,4,6,3,541,92,34,105,310,23
2019-1,OO,SkyWest Airlines Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",80,17,6,2,4,6,3,1373,532,179,186,476,35
2019-1,OO,SkyWest Airlines Inc.,BDL,"Hartford, CT: Bradley International",44,8,2,1,2,2,1,329,69,41,45,131,15
2019-1,OO,SkyWest Airlines Inc.,BFF,"Scottsbluff, NE: Western Neb. Regional/William B. Heilig Field",54,9,3,0,1,5,2,510,183,0,67,260,18
2019-1,OO,SkyWest Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",148,28,10,0,1,17,1,2905,1770,0,75,1060,56
2019-1,OO,SkyWest Airlines Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",61,10,2,1,3,4,6,1067,682,112,102,171,20
2019-1,OO,SkyWest Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",76,32,5,2,5,21,5,2828,314,291,329,1894,65
2019-1,OO,SkyWest Airlines Inc.,BIL,"Billings, MT: Billings Logan International",93,13,5,1,3,5,0,539,133,106,68,232,27
2019-1,OO,SkyWest Airlines Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",165,51,14,5,22,10,8,3888,1326,1156,792,614,102
2019-1,OO,SkyWest Airlines Inc.,BJI,"Bemidji, MN: Bemidji Regional",62,8,3,2,1,2,2,1805,274,1235,81,215,16
2019-1,OO,SkyWest Airlines Inc.,BNA,"Nashville, TN: Nashville International",579,171,34,7,54,76,25,16065,5077,1637,2304,7047,342
2019-1,OO,SkyWest Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",881,125,33,8,22,62,15,9932,3629,756,842,4705,250
2019-1,OO,SkyWest Airlines Inc.,BOS,"Boston, MA: Logan International",234,46,4,6,18,19,18,5702,634,1568,1378,2122,93
2019-1,OO,SkyWest Airlines Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",84,9,2,2,1,4,0,1137,94,804,47,192,18
2019-1,OO,SkyWest Airlines Inc.,BRD,"Brainerd, MN: Brainerd Lakes Regional",54,11,4,5,0,2,3,2362,156,2133,7,66,22
2019-1,OO,SkyWest Airlines Inc.,BRO,"Brownsville, TX: Brownsville South Padre Island International",68,16,7,0,2,7,2,1592,1088,1,90,413,32
2019-1,OO,SkyWest Airlines Inc.,BTM,"Butte, MT: Bert Mooney",58,3,0,1,0,1,0,951,0,682,149,120,5
2019-1,OO,SkyWest Airlines Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",332,61,27,0,8,27,1,4391,2702,0,275,1414,123
2019-1,OO,SkyWest Airlines Inc.,BTV,"Burlington, VT: Burlington International",26,6,2,1,1,2,1,335,130,47,32,126,12
2019-1,OO,SkyWest Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",59,15,5,2,2,5,8,1198,377,222,128,471,29
2019-1,OO,SkyWest Airlines Inc.,BUR,"Burbank, CA: Bob Hope",390,56,17,1,17,21,14,3686,1264,134,680,1608,112
